Chain 3 - Calibration: 3.0 - Project: XYZ - 2022210 21 12 - NA
CRBE: GV = NAV DV = +1.456V DI = 16.500mA    -   RTBE: GV = NAV DV = +1.420V DI = 16.000mA 
Center Frequency     = 0.075GHz    Marker Frequency     = 0.075GHz    Resolution Bandwidth = 8MHz    Video Bandwidth      = 10Hz    Frequency Span       = 25MHz    Power Bandwidth      = 24MHz    Attenuation          = 10dB
Frequency (GHz),Loss (dB),Cold Powers (dBm),Hot Powers (dBm),Hot Load Temps (K),Hot LNA Temps (K),Cold Load Temps (K),Cold LNA Temps (K),Calibrated Noise Temp (K),Pre Cold Measurement LNA Temp (K),Post Cold Measurement LNA Temp (K),Pre Hot Measurement LNA Temp (K),Post Hot Measurement LNA Temp (K),Pre Cold Measurement 1st Extra Temp (K),Post Cold Measurement 1st Extra Temp (K),Pre Hot Measurement 1st Extra Temp (K),Post Hot Measurement 1st Extra Temp (K),Pre Cold Measurement 2nd Extra Temp (K),Post Cold Measurement 2nd Extra Temp (K),Pre Hot Measurement 2nd Extra Temp (K),Post Hot Measurement 2nd Extra Temp (K)
96,1.169561781,-49.49,-48.56,50.790000000000006,21.0,20.279999999999998,21.0,97.87635720777394,21,21,21,21,NA,NA,NA,NA,NA,NA,NA,NA
97,1.168347956,-49.59,-48.42,50.690000000000005,21.0,20.24,21.0,70.86968387305104,21,21,21,21,NA,NA,NA,NA,NA,NA,NA,NA
98,1.167206396,-49.69,-48.61,50.7,21.0,20.2,21.0,79.78907726662365,21,21,21,21,NA,NA,NA,NA,NA,NA,NA,NA
99,1.166132237,-49.43,-48.56,50.74,21.0,20.15,21.0,107.57279074207746,21,21,21,21,NA,NA,NA,NA,NA,NA,NA,NA
100,1.165121044,-49.47,-48.68,50.7,21.0,20.14,21.0,121.78710920521185,21,21,21,21,NA,NA,NA,NA,NA,NA,NA,NA
101,1.164168767,-49.56,-48.79,50.71,21.0,20.13,21.0,125.9844295950164,21,21,21,21,NA,NA,NA,NA,NA,NA,NA,NA
102,1.163271699,-49.53,-48.57,50.63,21.0,20.13,21.0,94.17673876592616,21,21,21,21,NA,NA,NA,NA,NA,NA,NA,NA
103,1.162426438,-49.6,-48.16,50.74,21.0,20.279999999999998,21.0,51.56332991393014,21,21,21,21,NA,NA,NA,NA,NA,NA,NA,NA
104,1.161629859,-49.6,-48.51,50.63,21.0,20.14,21.0,79.00863635315146,21,21,21,21,NA,NA,NA,NA,NA,NA,NA,NA
105,1.160879084,-49.62,-48.27,50.760000000000005,21.0,20.259999999999998,21.0,57.36925644059922,21,21,21,21,NA,NA,NA,NA,NA,NA,NA,NA
106,1.160171458,-49.49,-48.22,50.67,21.0,20.21,21.0,63.02727757476213,21,21,21,21,NA,NA,NA,NA,NA,NA,NA,NA
107,1.159504526,-49.51,-48.64,50.690000000000005,21.0,20.15,21.0,107.7210442239438,21,21,21,21,NA,NA,NA,NA,NA,NA,NA,NA
108,1.158876017,-49.63,-48.75,50.660000000000004,21.0,20.14,21.0,106.07703028949614,21,21,21,21,NA,NA,NA,NA,NA,NA,NA,NA
109,1.158283826,-49.54,-48.6,50.75,21.0,20.13,21.0,97.59808652928119,21,21,21,21,NA,NA,NA,NA,NA,NA,NA,NA
110,1.157725997,-49.49,-48.53,50.730000000000004,21.0,20.11,21.0,94.91505146441588,21,21,21,21,NA,NA,NA,NA,NA,NA,NA,NA
111,1.157200711,-49.41,-48.28,50.74,21.0,20.259999999999998,21.0,75.07459843560868,21,21,21,21,NA,NA,NA,NA,NA,NA,NA,NA
112,1.156706277,-49.52,-48.73,50.67,21.0,20.22,21.0,121.70531407309359,21,21,21,21,NA,NA,NA,NA,NA,NA,NA,NA
113,1.156241115,-49.55,-48.57,50.68,21.0,20.25,21.0,91.5397831047195,21,21,21,21,NA,NA,NA,NA,NA,NA,NA,NA
114,1.155803752,-49.57,-48.53,50.78,21.0,20.25,21.0,84.69723753262691,21,21,21,21,NA,NA,NA,NA,NA,NA,NA,NA
115,1.15539281,-49.69,-48.74,50.800000000000004,21.0,20.15,21.0,96.45781605648851,21,21,21,21,NA,NA,NA,NA,NA,NA,NA,NA
116,1.155007,-49.54,-48.73,50.650000000000006,21.0,20.3,21.0,117.44257538057929,21,21,21,21,NA,NA,NA,NA,NA,NA,NA,NA
