Chain 2 - Calibration: 1 - Project: Test3 - 2022131 6 32 - 
CRBE: GV = NAV DV = +1.434V DI = +13.900mA    -   RTBE: GV = NAV DV = +1.420V DI = +16.000mA 
Center Frequency     = 0.075GHz    Marker Frequency     = 0.075GHz    Resolution Bandwidth = 8MHz    Video Bandwidth      = 10Hz    Frequency Span       = 25MHz    Power Bandwidth      = 24MHz    Attenuation          = 10dB
Frequency (GHz),Loss (dB),Cold Powers (dBm),Hot Powers (dBm),Hot Load Temps (K),Hot LNA Temps (K),Cold Load Temps (K),Cold LNA Temps (K),Calibrated Noise Temp (K),Pre Cold Measurement LNA Temp (K),Post Cold Measurement LNA Temp (K),Pre Hot Measurement LNA Temp (K),Post Hot Measurement LNA Temp (K),Pre Cold Measurement 1st Extra Temp (K),Post Cold Measurement 1st Extra Temp (K),Pre Hot Measurement 1st Extra Temp (K),Post Hot Measurement 1st Extra Temp (K),Pre Cold Measurement 2nd Extra Temp (K),Post Cold Measurement 2nd Extra Temp (K),Pre Hot Measurement 2nd Extra Temp (K),Post Hot Measurement 2nd Extra Temp (K)
77.0,1.219492624,-49.14,-55.1,50.730000000000004,50.27,20.11,19.62,57.501027029869164,19.62,19.62,50.27,50.27,40.0,35.0,40.0,35.0,30.0,45.0,30.0,45.0
78.0,1.214513339,-40.32,-44.49,50.75,50.27,20.169999999999998,19.62,63.185960008697684,19.62,19.62,50.27,50.27,40.0,35.0,40.0,35.0,30.0,45.0,30.0,45.0
79.0,1.209988499,-59.9,-50.98,50.63,50.27,20.22,19.62,27.465247370830063,19.62,19.62,50.27,50.27,40.0,35.0,40.0,35.0,30.0,45.0,30.0,45.0
80.0,1.205860474,-42.26,-58.13,50.800000000000004,50.27,20.24,19.62,51.289452930785984,19.62,19.62,50.27,50.27,40.0,35.0,40.0,35.0,30.0,45.0,30.0,45.0
81.0,1.202081256,-42.92,-47.18,50.800000000000004,50.27,20.23,19.62,62.85862296441829,19.62,19.62,50.27,50.27,40.0,35.0,40.0,35.0,30.0,45.0,30.0,45.0
82.0,1.198610492,-42.46,-49.86,50.620000000000005,50.27,20.15,19.62,55.06222714592536,19.62,19.62,50.27,50.27,40.0,35.0,40.0,35.0,30.0,45.0,30.0,45.0
83.0,1.195413991,-57.29,-53.74,50.71,50.27,20.15,19.62,14.669719143900195,19.62,19.62,50.27,50.27,40.0,35.0,40.0,35.0,30.0,45.0,30.0,45.0
84.0,1.192462571,-49.31,-48.12,50.730000000000004,50.27,20.2,19.62,-33.387648666861374,19.62,19.62,50.27,50.27,40.0,35.0,40.0,35.0,30.0,45.0,30.0,45.0
85.0,1.189731153,-54.43,-49.58,50.760000000000005,50.27,20.259999999999998,19.62,20.678786631216987,19.62,19.62,50.27,50.27,40.0,35.0,40.0,35.0,30.0,45.0,30.0,45.0
86.0,1.187198054,-54.26,-55.69,50.78,50.27,20.169999999999998,19.62,102.34771850812103,19.62,19.62,50.27,50.27,40.0,35.0,40.0,35.0,30.0,45.0,30.0,45.0
87.0,1.184844418,-42.46,-49.9,50.800000000000004,50.27,20.29,19.62,55.2084068919921,19.62,19.62,50.27,50.27,40.0,35.0,40.0,35.0,30.0,45.0,30.0,45.0
88.0,1.182653766,-52.67,-47.81,50.620000000000005,50.27,20.16,19.62,20.718965078739707,19.62,19.62,50.27,50.27,40.0,35.0,40.0,35.0,30.0,45.0,30.0,45.0
89.0,1.180611618,-59.61,-54.8,50.67,50.27,20.27,19.62,20.44466401047002,19.62,19.62,50.27,50.27,40.0,35.0,40.0,35.0,30.0,45.0,30.0,45.0
90.0,1.178705202,-43.97,-44.08,50.71,50.27,20.259999999999998,19.62,838.526542057978,19.62,19.62,50.27,50.27,40.0,35.0,40.0,35.0,30.0,45.0,30.0,45.0
91.0,1.176923196,-47.11,-57.91,50.75,50.27,20.24,19.62,52.5446018944505,19.62,19.62,50.27,50.27,40.0,35.0,40.0,35.0,30.0,45.0,30.0,45.0
92.0,1.175255531,-57.78,-52.52,50.61,50.27,20.21,19.62,21.865417159461586,19.62,19.62,50.27,50.27,40.0,35.0,40.0,35.0,30.0,45.0,30.0,45.0
93.0,1.173693216,-48.53,-58.45,50.620000000000005,50.27,20.29,19.62,52.88857620582643,19.62,19.62,50.27,50.27,40.0,35.0,40.0,35.0,30.0,45.0,30.0,45.0
94.0,1.172228195,-53.97,-42.19,50.77,50.27,20.22,19.62,29.123313646634294,19.62,19.62,50.27,50.27,40.0,35.0,40.0,35.0,30.0,45.0,30.0,45.0
95.0,1.170853227,-48.22,-55.5,50.690000000000005,50.27,20.21,19.62,55.2987930233171,19.62,19.62,50.27,50.27,40.0,35.0,40.0,35.0,30.0,45.0,30.0,45.0
96.0,1.169561781,-44.75,-53.53,50.78,50.27,20.16,19.62,53.813122057561,19.62,19.62,50.27,50.27,40.0,35.0,40.0,35.0,30.0,45.0,30.0,45.0
97.0,1.168347956,-53.11,-59.05,50.790000000000006,50.27,20.21,19.62,57.642349147727835,19.62,19.62,50.27,50.27,40.0,35.0,40.0,35.0,30.0,45.0,30.0,45.0
98.0,1.167206396,-57.54,-49.51,50.720000000000006,50.27,20.169999999999998,19.62,26.797215581666464,19.62,19.62,50.27,50.27,40.0,35.0,40.0,35.0,30.0,45.0,30.0,45.0
99.0,1.166132237,-59.59,-46.76,50.78,50.27,20.14,19.62,29.53543173686238,19.62,19.62,50.27,50.27,40.0,35.0,40.0,35.0,30.0,45.0,30.0,45.0
100.0,1.165121044,-50.88,-50.24,50.63,50.27,20.24,19.62,-96.77976009305256,19.62,19.62,50.27,50.27,40.0,35.0,40.0,35.0,30.0,45.0,30.0,45.0
101.0,1.164168767,-54.98,-47.51,50.68,50.27,20.16,19.62,26.14078224514195,19.62,19.62,50.27,50.27,40.0,35.0,40.0,35.0,30.0,45.0,30.0,45.0
102.0,1.163271699,-54.02,-52.86,50.620000000000005,50.27,20.21,19.62,-35.442093298669626,19.62,19.62,50.27,50.27,40.0,35.0,40.0,35.0,30.0,45.0,30.0,45.0
103.0,1.162426438,-54.11,-42.11,50.720000000000006,50.27,20.13,19.62,29.24114231518708,19.62,19.62,50.27,50.27,40.0,35.0,40.0,35.0,30.0,45.0,30.0,45.0
104.0,1.161629859,-41.9,-48.57,50.620000000000005,50.27,20.189999999999998,19.62,56.12254754383666,19.62,19.62,50.27,50.27,40.0,35.0,40.0,35.0,30.0,45.0,30.0,45.0
105.0,1.160879084,-51.91,-54.31,50.61,50.27,20.13,19.62,77.82013122228527,19.62,19.62,50.27,50.27,40.0,35.0,40.0,35.0,30.0,45.0,30.0,45.0
106.0,1.160171458,-56.86,-57.52,50.67,50.27,20.15,19.62,173.1832977512962,19.62,19.62,50.27,50.27,40.0,35.0,40.0,35.0,30.0,45.0,30.0,45.0
107.0,1.159504526,-50.72,-52.27,50.77,50.27,20.2,19.62,97.73658423272482,19.62,19.62,50.27,50.27,40.0,35.0,40.0,35.0,30.0,45.0,30.0,45.0
108.0,1.158876017,-59.23,-57.49,50.720000000000006,50.27,20.259999999999998,19.62,-10.54731492115733,19.62,19.62,50.27,50.27,40.0,35.0,40.0,35.0,30.0,45.0,30.0,45.0
109.0,1.158283826,-51.42,-41.04,50.720000000000006,50.27,20.13,19.62,28.56746707292313,19.62,19.62,50.27,50.27,40.0,35.0,40.0,35.0,30.0,45.0,30.0,45.0
110.0,1.157725997,-56.35,-45.6,50.730000000000004,50.27,20.23,19.62,28.65594505187422,19.62,19.62,50.27,50.27,40.0,35.0,40.0,35.0,30.0,45.0,30.0,45.0
111.0,1.157200711,-45.66,-54.02,50.730000000000004,50.27,20.27,19.62,54.15210517961207,19.62,19.62,50.27,50.27,40.0,35.0,40.0,35.0,30.0,45.0,30.0,45.0
112.0,1.156706277,-57.96,-57.25,50.7,50.27,20.16,19.62,-82.7498231392791,19.62,19.62,50.27,50.27,40.0,35.0,40.0,35.0,30.0,45.0,30.0,45.0
113.0,1.156241115,-47.86,-52.22,50.78,50.27,20.15,19.62,62.37744698322567,19.62,19.62,50.27,50.27,40.0,35.0,40.0,35.0,30.0,45.0,30.0,45.0
114.0,1.155803752,-43.61,-45.48,50.68,50.27,20.25,19.62,88.19883300167572,19.62,19.62,50.27,50.27,40.0,35.0,40.0,35.0,30.0,45.0,30.0,45.0
115.0,1.15539281,-54.98,-58.23,50.74,50.27,20.18,19.62,68.79581430654801,19.62,19.62,50.27,50.27,40.0,35.0,40.0,35.0,30.0,45.0,30.0,45.0
116.0,1.155007,-57.03,-42.72,50.650000000000006,50.27,20.21,19.62,29.67810177971828,19.62,19.62,50.27,50.27,40.0,35.0,40.0,35.0,30.0,45.0,30.0,45.0
