Chain 2 - Calibration: 4 - Project: Test3 - 2022131 7 46 - 
CRBE: GV = NAV DV = +1.434V DI = +13.900mA    -   RTBE: GV = NAV DV = +1.420V DI = +16.000mA 
Center Frequency     = 0.075GHz    Marker Frequency     = 0.075GHz    Resolution Bandwidth = 8MHz    Video Bandwidth      = 10Hz    Frequency Span       = 25MHz    Power Bandwidth      = 24MHz    Attenuation          = 10dB
Frequency (GHz),Loss (dB),Cold Powers (dBm),Hot Powers (dBm),Hot Load Temps (K),Hot LNA Temps (K),Cold Load Temps (K),Cold LNA Temps (K),Calibrated Noise Temp (K),Pre Cold Measurement LNA Temp (K),Post Cold Measurement LNA Temp (K),Pre Hot Measurement LNA Temp (K),Post Hot Measurement LNA Temp (K),Pre Cold Measurement 1st Extra Temp (K),Post Cold Measurement 1st Extra Temp (K),Pre Hot Measurement 1st Extra Temp (K),Post Hot Measurement 1st Extra Temp (K),Pre Cold Measurement 2nd Extra Temp (K),Post Cold Measurement 2nd Extra Temp (K),Pre Hot Measurement 2nd Extra Temp (K),Post Hot Measurement 2nd Extra Temp (K)
84.0,1.192462571,-48.88,-43.75,50.650000000000006,21.0,20.169999999999998,21.0,-7.869351229367463,21.0,21.0,21.0,21.0,40.0,35.0,40.0,35.0,30.0,45.0,30.0,45.0
85.0,1.189731153,-57.37,-59.67,50.760000000000005,21.0,20.27,21.0,-88.37274694722132,21.0,21.0,21.0,21.0,40.0,35.0,40.0,35.0,30.0,45.0,30.0,45.0
86.0,1.187198054,-44.55,-42.03,50.64,21.0,20.15,21.0,15.388537890315447,21.0,21.0,21.0,21.0,40.0,35.0,40.0,35.0,30.0,45.0,30.0,45.0
87.0,1.184844418,-42.4,-48.4,50.690000000000005,21.0,20.21,21.0,-57.69688638707203,21.0,21.0,21.0,21.0,40.0,35.0,40.0,35.0,30.0,45.0,30.0,45.0
88.0,1.182653766,-49.97,-53.24,50.61,21.0,20.13,21.0,-73.21818306061743,21.0,21.0,21.0,21.0,40.0,35.0,40.0,35.0,30.0,45.0,30.0,45.0
89.0,1.180611618,-56.06,-53.75,50.730000000000004,21.0,20.16,21.0,19.87083385670782,21.0,21.0,21.0,21.0,40.0,35.0,40.0,35.0,30.0,45.0,30.0,45.0
90.0,1.178705202,-50.86,-57.87,50.78,21.0,20.189999999999998,21.0,-55.456322608007284,21.0,21.0,21.0,21.0,40.0,35.0,40.0,35.0,30.0,45.0,30.0,45.0
91.0,1.176923196,-53.88,-50.76,50.71,21.0,20.11,21.0,6.672292050757915,21.0,21.0,21.0,21.0,40.0,35.0,40.0,35.0,30.0,45.0,30.0,45.0
92.0,1.175255531,-53.96,-47.92,50.63,21.0,20.15,21.0,-10.893124525794232,21.0,21.0,21.0,21.0,40.0,35.0,40.0,35.0,30.0,45.0,30.0,45.0
93.0,1.173693216,-50.35,-44.92,50.75,21.0,20.16,21.0,-8.883691219975654,21.0,21.0,21.0,21.0,40.0,35.0,40.0,35.0,30.0,45.0,30.0,45.0
94.0,1.172228195,-55.39,-55.63,50.75,21.0,20.12,21.0,-546.718004368555,21.0,21.0,21.0,21.0,40.0,35.0,40.0,35.0,30.0,45.0,30.0,45.0
95.0,1.170853227,-56.66,-59.89,50.620000000000005,21.0,20.24,21.0,-73.84153278926776,21.0,21.0,21.0,21.0,40.0,35.0,40.0,35.0,30.0,45.0,30.0,45.0
96.0,1.169561781,-57.06,-51.92,50.760000000000005,21.0,20.12,21.0,-7.674784469134264,21.0,21.0,21.0,21.0,40.0,35.0,40.0,35.0,30.0,45.0,30.0,45.0
97.0,1.168347956,-49.44,-54.47,50.660000000000004,21.0,20.279999999999998,21.0,-61.33091479620685,21.0,21.0,21.0,21.0,40.0,35.0,40.0,35.0,30.0,45.0,30.0,45.0
98.0,1.167206396,-40.22,-46.84,50.720000000000006,21.0,20.18,21.0,-56.39841421969239,21.0,21.0,21.0,21.0,40.0,35.0,40.0,35.0,30.0,45.0,30.0,45.0
99.0,1.166132237,-43.38,-51.06,50.75,21.0,20.13,21.0,-54.40032801179005,21.0,21.0,21.0,21.0,40.0,35.0,40.0,35.0,30.0,45.0,30.0,45.0
100.0,1.165121044,-50.97,-47.12,50.68,21.0,20.22,21.0,-0.48588227319886623,21.0,21.0,21.0,21.0,40.0,35.0,40.0,35.0,30.0,45.0,30.0,45.0
101.0,1.164168767,-52.92,-48.47,50.7,21.0,20.11,21.0,-4.2933622036367876,21.0,21.0,21.0,21.0,40.0,35.0,40.0,35.0,30.0,45.0,30.0,45.0
102.0,1.163271699,-54.21,-58.8,50.760000000000005,21.0,20.18,21.0,-63.71666288307087,21.0,21.0,21.0,21.0,40.0,35.0,40.0,35.0,30.0,45.0,30.0,45.0
103.0,1.162426438,-58.72,-58.44,50.61,21.0,20.24,21.0,402.8915417806552,21.0,21.0,21.0,21.0,40.0,35.0,40.0,35.0,30.0,45.0,30.0,45.0
104.0,1.161629859,-53.52,-56.39,50.720000000000006,21.0,20.169999999999998,21.0,-78.87310488095794,21.0,21.0,21.0,21.0,40.0,35.0,40.0,35.0,30.0,45.0,30.0,45.0
105.0,1.160879084,-50.17,-43.81,50.650000000000006,21.0,20.099999999999998,21.0,-11.63290176140524,21.0,21.0,21.0,21.0,40.0,35.0,40.0,35.0,30.0,45.0,30.0,45.0
106.0,1.160171458,-59.04,-41.82,50.77,21.0,20.21,21.0,-19.71740313578676,21.0,21.0,21.0,21.0,40.0,35.0,40.0,35.0,30.0,45.0,30.0,45.0
107.0,1.159504526,-51.95,-47.06,50.800000000000004,21.0,20.22,21.0,-6.636444086586541,21.0,21.0,21.0,21.0,40.0,35.0,40.0,35.0,30.0,45.0,30.0,45.0
108.0,1.158876017,-57.7,-52.3,50.7,21.0,20.16,21.0,-8.716142874138738,21.0,21.0,21.0,21.0,40.0,35.0,40.0,35.0,30.0,45.0,30.0,45.0
109.0,1.158283826,-52.25,-45.63,50.71,21.0,20.2,21.0,-12.360456527912293,21.0,21.0,21.0,21.0,40.0,35.0,40.0,35.0,30.0,45.0,30.0,45.0
110.0,1.157725997,-53.81,-57.42,50.620000000000005,21.0,20.22,21.0,-70.34878259246554,21.0,21.0,21.0,21.0,40.0,35.0,40.0,35.0,30.0,45.0,30.0,45.0
111.0,1.157200711,-57.17,-45.17,50.660000000000004,21.0,20.21,21.0,-18.358150539837734,21.0,21.0,21.0,21.0,40.0,35.0,40.0,35.0,30.0,45.0,30.0,45.0
112.0,1.156706277,-51.99,-46.29,50.67,21.0,20.22,21.0,-9.843060793399879,21.0,21.0,21.0,21.0,40.0,35.0,40.0,35.0,30.0,45.0,30.0,45.0
113.0,1.156241115,-59.09,-54.9,50.650000000000006,21.0,20.11,21.0,-2.677904490308597,21.0,21.0,21.0,21.0,40.0,35.0,40.0,35.0,30.0,45.0,30.0,45.0
114.0,1.155803752,-49.59,-50.24,50.790000000000006,21.0,20.099999999999998,21.0,-225.61358825816782,21.0,21.0,21.0,21.0,40.0,35.0,40.0,35.0,30.0,45.0,30.0,45.0
115.0,1.15539281,-58.74,-50.1,50.720000000000006,21.0,20.16,21.0,-15.711585889405605,21.0,21.0,21.0,21.0,40.0,35.0,40.0,35.0,30.0,45.0,30.0,45.0
116.0,1.155007,-48.42,-45.98,50.6,21.0,20.12,21.0,17.45525987707402,21.0,21.0,21.0,21.0,40.0,35.0,40.0,35.0,30.0,45.0,30.0,45.0
