Chain 2 - Calibration: 6 - Project: Test4 - 202227 21 49 - 
CRBE: GV = NAV DV = +1.175V DI = 14.000mA    -   RTBE: GV = NAV DV = +1.420V DI = 16.000mA 
Center Frequency     = 0.075GHz    Marker Frequency     = 0.075GHz    Resolution Bandwidth = 8MHz    Video Bandwidth      = 10Hz    Frequency Span       = 25MHz    Power Bandwidth      = 24MHz    Attenuation          = 10dB
Frequency (GHz),Loss (dB),Cold Powers (dBm),Hot Powers (dBm),Hot Load Temps (K),Hot LNA Temps (K),Cold Load Temps (K),Cold LNA Temps (K),Calibrated Noise Temp (K),Pre Cold Measurement LNA Temp (K),Post Cold Measurement LNA Temp (K),Pre Hot Measurement LNA Temp (K),Post Hot Measurement LNA Temp (K),Pre Cold Measurement 1st Extra Temp (K),Post Cold Measurement 1st Extra Temp (K),Pre Hot Measurement 1st Extra Temp (K),Post Hot Measurement 1st Extra Temp (K),Pre Cold Measurement 2nd Extra Temp (K),Post Cold Measurement 2nd Extra Temp (K),Pre Hot Measurement 2nd Extra Temp (K),Post Hot Measurement 2nd Extra Temp (K)
104.0,1.161629859,-49.41,-47.57,50.67,21.0,20.14,21.0,33.517682199920294,21.0,21.0,21.0,21.0,40.0,40.0,40.0,40.0,30.0,30.0,30.0,30.0
105.0,1.160879084,-49.61,-46.39,50.620000000000005,21.0,20.24,21.0,5.376056033186658,21.0,21.0,21.0,21.0,40.0,40.0,40.0,40.0,30.0,30.0,30.0,30.0
106.0,1.160171458,-59.24,-40.26,50.77,21.0,20.169999999999998,21.0,-19.864972903469365,21.0,21.0,21.0,21.0,40.0,40.0,40.0,40.0,30.0,30.0,30.0,30.0
107.0,1.159504526,-43.62,-52.15,50.6,21.0,20.259999999999998,21.0,-53.10143482321789,21.0,21.0,21.0,21.0,40.0,40.0,40.0,40.0,30.0,30.0,30.0,30.0
108.0,1.158876017,-40.74,-44.47,50.6,21.0,20.169999999999998,21.0,-69.29612214558965,21.0,21.0,21.0,21.0,40.0,40.0,40.0,40.0,30.0,30.0,30.0,30.0
109.0,1.158283826,-42.15,-50.87,50.64,21.0,20.15,21.0,-52.949192006179615,21.0,21.0,21.0,21.0,40.0,40.0,40.0,40.0,30.0,30.0,30.0,30.0
110.0,1.157725997,-49.54,-52.42,50.730000000000004,21.0,20.279999999999998,21.0,-78.73474717972387,21.0,21.0,21.0,21.0,40.0,40.0,40.0,40.0,30.0,30.0,30.0,30.0
111.0,1.157200711,-48.32,-48.7,50.61,21.0,20.099999999999998,21.0,-358.8467236429256,21.0,21.0,21.0,21.0,40.0,40.0,40.0,40.0,30.0,30.0,30.0,30.0
112.0,1.156706277,-56.29,-44.97,50.71,21.0,20.15,21.0,-17.944549943094156,21.0,21.0,21.0,21.0,40.0,40.0,40.0,40.0,30.0,30.0,30.0,30.0
113.0,1.156241115,-51.15,-43.12,50.71,21.0,20.099999999999998,21.0,-14.842707910470844,21.0,21.0,21.0,21.0,40.0,40.0,40.0,40.0,30.0,30.0,30.0,30.0
114.0,1.155803752,-56.82,-42.64,50.67,21.0,20.24,21.0,-19.16826909870049,21.0,21.0,21.0,21.0,40.0,40.0,40.0,40.0,30.0,30.0,30.0,30.0
115.0,1.15539281,-46.03,-49.32,50.790000000000006,21.0,20.14,21.0,-73.90332586559286,21.0,21.0,21.0,21.0,40.0,40.0,40.0,40.0,30.0,30.0,30.0,30.0
116.0,1.155007,-45.66,-55.53,50.78,21.0,20.13,21.0,-51.99904562620098,21.0,21.0,21.0,21.0,40.0,40.0,40.0,40.0,30.0,30.0,30.0,30.0
