Chain,1,Calibration:,1,Project:,Caruso,Date/Time:,2022 6 9 16 36,Comment:,Cal Ch1
CRBE:,GV(V),+0.034,DV(V),+1.200,DI(mA),12.000,RTBE:,GV(V),-0.177,DV(V),+1.220,DI(mA),16.000
['Center Frequency (GHz)'\, '0.075'\, 'Marker Frequency (GHz)'\, '0.075'\, 'Resolution Bandwidth (MHz)'\, '8'\, 'Video Bandwidth (Hz)'\, '10'\, 'Frequency Span (MHz)'\, '25'\, 'Power Bandwidth (MHz)'\, '24'\, 'Attenuation (dB)'\, '10']
Frequency (GHz),Loss (dB),Cold Powers (dBm),Hot Powers (dBm),Hot Load Temps (K),Hot LNA Temps (K),Cold Load Temps (K),Cold LNA Temps (K),Calibrated Noise Temp (K),Pre Cold Measurement LNA Temp (K),Post Cold Measurement LNA Temp (K),Pre Hot Measurement LNA Temp (K),Post Hot Measurement LNA Temp (K),Pre Cold Measurement 1st Extra Temp (K),Post Cold Measurement 1st Extra Temp (K),Pre Hot Measurement 1st Extra Temp (K),Post Hot Measurement 1st Extra Temp (K),Pre Cold Measurement 2nd Extra Temp (K),Post Cold Measurement 2nd Extra Temp (K),Pre Hot Measurement 2nd Extra Temp (K),Post Hot Measurement 2nd Extra Temp (K),Cold Loop Times (s),Hot Loop Times (s)
77.20000000000014,1.218457259,-67.932,-67.13,50.1369,17.30075,19.9115,14.89285,116.82753973830023,14.908,14.8777,17.2562,17.3453,NA,NA,NA,NA,NA,NA,NA,NA,94.88554039999997,93.72459419999996
77.40000000000015,1.217442216,-68.691,-67.967,50.1374,17.30075,19.9116,14.89285,132.96666783658884,14.908,14.8777,17.2562,17.3453,NA,NA,NA,NA,NA,NA,NA,NA,96.70473379999999,95.51911929999983
77.60000000000015,1.216446914,-69.254,-68.541,50.1378,17.30075,19.9117,14.89285,135.57520214453075,14.908,14.8777,17.2562,17.3453,NA,NA,NA,NA,NA,NA,NA,NA,98.48763980000001,97.3204894999999
77.80000000000015,1.2154708,-69.214,-68.789,50.1378,17.30075,19.9117,14.89285,249.68284598906726,14.908,14.8777,17.2562,17.3453,NA,NA,NA,NA,NA,NA,NA,NA,100.28999209999995,99.12466989999984
78.00000000000016,1.214513339,-66.792,-66.612,50.1375,17.30075,19.9114,14.89285,634.6224763357944,14.908,14.8777,17.2562,17.3453,NA,NA,NA,NA,NA,NA,NA,NA,102.09728489999998,100.93224479999981
78.20000000000016,1.213574017,-69.698,-69.093,50.1373,17.30075,19.9116,14.89285,165.77866215224105,14.908,14.8777,17.2562,17.3453,NA,NA,NA,NA,NA,NA,NA,NA,103.9037366,102.73964349999983
78.40000000000016,1.212652339,-71.412,-71.048,50.1374,17.30075,19.9116,14.89285,297.34967716124515,14.908,14.8777,17.2562,17.3453,NA,NA,NA,NA,NA,NA,NA,NA,105.69102599999997,104.55130339999982
78.60000000000016,1.21174783,-74.463,-74.057,50.1377,17.30075,19.9117,14.89285,263.27977438310177,14.908,14.8777,17.2562,17.3453,NA,NA,NA,NA,NA,NA,NA,NA,107.50136299999997,106.3484085
78.80000000000017,1.210860031,-76.981,-76.881,50.138,17.30075,19.9115,14.89285,1170.4262006566696,14.908,14.8777,17.2562,17.3453,NA,NA,NA,NA,NA,NA,NA,NA,109.31033259999992,108.14122629999997
79.00000000000017,1.209988499,-74.5,-74.041,50.137,17.30075,19.9115,14.89285,229.23861779397723,14.908,14.8777,17.2562,17.3453,NA,NA,NA,NA,NA,NA,NA,NA,111.10652959999993,109.93893600000001
79.20000000000017,1.209132809,-72.026,-71.345,50.1376,17.30075,19.9117,14.89285,143.89519091595824,14.908,14.8777,17.2562,17.3453,NA,NA,NA,NA,NA,NA,NA,NA,112.90021439999998,111.73306899999989
79.40000000000018,1.208292551,-67.631,-66.884,50.1379,17.30075,19.9117,14.89285,128.34930812732946,14.908,14.8777,17.2562,17.3453,NA,NA,NA,NA,NA,NA,NA,NA,114.69120429999998,113.52942050000001
79.60000000000018,1.207467329,-62.453,-62.175,50.1378,17.30075,19.9115,14.89285,400.3246287468578,14.908,14.8777,17.2562,17.3453,NA,NA,NA,NA,NA,NA,NA,NA,116.49819730000002,115.3270892999999
79.80000000000018,1.206656759,-62.53,-62.303,50.1383,17.30075,19.9116,14.89285,497.8543024934556,14.908,14.8777,17.2562,17.3453,NA,NA,NA,NA,NA,NA,NA,NA,118.31848509999998,117.14445169999999
80.00000000000018,1.205860474,-58.343,-58.246,50.1372,17.30075,19.9114,14.89285,1209.862002633658,14.908,14.8777,17.2562,17.3453,NA,NA,NA,NA,NA,NA,NA,NA,120.11655080000003,118.94861829999991
80.20000000000019,1.205078117,-61.023,-60.84,50.1371,17.30075,19.9117,14.89285,625.8651619160377,14.908,14.8777,17.2562,17.3453,NA,NA,NA,NA,NA,NA,NA,NA,121.91697139999997,120.74649569999997
80.40000000000019,1.204309343,-66.346,-65.648,50.1381,17.30075,19.9116,14.89285,139.87256868905664,14.908,14.8777,17.2562,17.3453,NA,NA,NA,NA,NA,NA,NA,NA,123.72882419999996,122.54331339999999
80.6000000000002,1.203553821,-61.083,-60.921,50.1382,17.30075,19.9118,14.89285,711.7264755361765,14.908,14.8777,17.2562,17.3453,NA,NA,NA,NA,NA,NA,NA,NA,125.53422790000002,124.3346924
80.8000000000002,1.202811229,-63.413,-63.029,50.1379,17.30075,19.9118,14.89285,281.21520189525427,14.908,14.8777,17.2562,17.3453,NA,NA,NA,NA,NA,NA,NA,NA,127.35149979999994,126.14195589999986
81.0000000000002,1.202081256,-65.83,-65.034,50.1378,17.30075,19.9117,14.89285,118.74988915318191,14.908,14.8777,17.2562,17.3453,NA,NA,NA,NA,NA,NA,NA,NA,129.1576698,127.95495029999984
81.2000000000002,1.201363601,-68.272,-67.462,50.1381,17.30075,19.9118,14.89285,116.17065379453581,14.908,14.8777,17.2562,17.3453,NA,NA,NA,NA,NA,NA,NA,NA,130.97473109999999,129.7444744999998
81.4000000000002,1.200657974,-68.605,-67.81,50.1381,17.30075,19.9117,14.89285,119.01153294438906,14.908,14.8777,17.2562,17.3453,NA,NA,NA,NA,NA,NA,NA,NA,132.7797028,131.5383812
81.60000000000021,1.199964094,-70.817,-70.192,50.1383,17.30075,19.9119,14.89285,160.30260866400903,14.908,14.8777,17.2562,17.3453,NA,NA,NA,NA,NA,NA,NA,NA,134.5761175,133.3352143999998
81.80000000000021,1.199281688,-69.94,-69.225,50.1383,17.30075,19.9118,14.89285,136.0499170523544,14.908,14.8777,17.2562,17.3453,NA,NA,NA,NA,NA,NA,NA,NA,136.3762792,135.13152300000002
82.00000000000021,1.198610492,-68.782,-68.371,50.139,17.30075,19.9119,14.89285,261.0122413075066,14.908,14.8777,17.2562,17.3453,NA,NA,NA,NA,NA,NA,NA,NA,138.16856099999995,136.92513069999995
82.20000000000022,1.19795025,-73.489,-73.214,50.1384,17.30075,19.912,14.89285,406.52525167836853,14.908,14.8777,17.2562,17.3453,NA,NA,NA,NA,NA,NA,NA,NA,139.98212690000003,138.7338960999998
82.40000000000022,1.197300716,-74.575,-74.118,50.1374,17.30075,19.9122,14.89285,231.5273738674558,14.908,14.8777,17.2562,17.3453,NA,NA,NA,NA,NA,NA,NA,NA,141.77761409999994,140.52919939999992
82.60000000000022,1.196661648,-75.626,-75.278,50.1381,17.30075,19.9117,14.89285,314.4675951301463,14.908,14.8777,17.2562,17.3453,NA,NA,NA,NA,NA,NA,NA,NA,143.57632790000002,142.33860789999994
82.80000000000022,1.196032815,-73.452,-73.012,50.1386,17.30075,19.9122,14.89285,241.87572348856165,14.908,14.8777,17.2562,17.3453,NA,NA,NA,NA,NA,NA,NA,NA,145.37451569999996,144.1318053
83.00000000000023,1.195413991,-76.036,-75.801,50.1386,17.30075,19.9121,14.89285,481.8283254016099,14.908,14.8777,17.2562,17.3453,NA,NA,NA,NA,NA,NA,NA,NA,147.1762827,145.9287832
83.20000000000023,1.194804958,-74.815,-74.616,50.1388,17.30075,19.9121,14.89285,575.1349872317573,14.908,14.8777,17.2562,17.3453,NA,NA,NA,NA,NA,NA,NA,NA,148.9794018,147.73634149999998
83.40000000000023,1.194205502,-76.366,-76.142,50.1384,17.30075,19.9123,14.89285,507.3456654406746,14.908,14.8777,17.2562,17.3453,NA,NA,NA,NA,NA,NA,NA,NA,150.77833639999994,149.5580865999998
83.60000000000024,1.193615418,-72.879,-72.445,50.1381,17.30075,19.9121,14.89285,245.90520748756325,14.908,14.8777,17.2562,17.3453,NA,NA,NA,NA,NA,NA,NA,NA,152.58805540000003,151.36708239999984
83.80000000000024,1.193034505,-71.402,-70.783,50.1384,17.30075,19.9123,14.89285,162.62541394767564,14.908,14.8777,17.2562,17.3453,NA,NA,NA,NA,NA,NA,NA,NA,154.4001654,153.17350869999996
84.00000000000024,1.192462571,-70.866,-70.184,50.1385,17.30075,19.9121,14.89285,144.61358114914506,14.908,14.8777,17.2562,17.3453,NA,NA,NA,NA,NA,NA,NA,NA,156.2093582,154.97069369999986
84.20000000000024,1.191899426,-70.313,-69.59,50.1382,17.30075,19.9123,14.89285,134.58731709511514,14.908,14.8777,17.2562,17.3453,NA,NA,NA,NA,NA,NA,NA,NA,157.99540109999998,156.76147019999985
84.40000000000025,1.191344887,-69.418,-68.711,50.1381,17.30075,19.9123,14.89285,138.40383892793537,14.908,14.8777,17.2562,17.3453,NA,NA,NA,NA,NA,NA,NA,NA,159.82422169999995,158.5550020999999
84.60000000000025,1.190798777,-66.307,-65.487,50.1384,17.30075,19.9122,14.89285,114.86186134143071,14.908,14.8777,17.2562,17.3453,NA,NA,NA,NA,NA,NA,NA,NA,161.6299371,160.34810619999985
84.80000000000025,1.190260921,-66.181,-65.393,50.1389,17.30075,19.9122,14.89285,120.87944731481878,14.908,14.8777,17.2562,17.3453,NA,NA,NA,NA,NA,NA,NA,NA,163.44014449999997,162.14256649999993
85.00000000000026,1.189731153,-65.524,-64.836,50.1388,17.30075,19.9122,14.89285,143.22842533608184,14.908,14.8777,17.2562,17.3453,NA,NA,NA,NA,NA,NA,NA,NA,165.24852090000002,163.93160649999982
85.20000000000026,1.189209309,-65.697,-65.037,50.1383,17.30075,19.9125,14.89285,150.72127912366298,14.908,14.8777,17.2562,17.3453,NA,NA,NA,NA,NA,NA,NA,NA,167.05637849999994,165.75640599999997
85.40000000000026,1.188695229,-64.956,-64.29,50.1391,17.30075,19.9121,14.89285,149.10670231978554,14.908,14.8777,17.2562,17.3453,NA,NA,NA,NA,NA,NA,NA,NA,168.86034440000003,167.56369199999995
85.60000000000026,1.188188759,-64.754,-64.073,50.1394,17.30075,19.9124,14.89285,145.13093836497967,14.908,14.8777,17.2562,17.3453,NA,NA,NA,NA,NA,NA,NA,NA,170.66854549999994,169.3582538999999
85.80000000000027,1.18768975,-64.779,-64.031,50.1385,17.30075,19.9121,14.89285,129.22542190051328,14.908,14.8777,17.2562,17.3453,NA,NA,NA,NA,NA,NA,NA,NA,172.46548169999994,171.1629264999999
86.00000000000027,1.187198054,-65.191,-64.404,50.1382,17.30075,19.9121,14.89285,121.22686032932893,14.908,14.8777,17.2562,17.3453,NA,NA,NA,NA,NA,NA,NA,NA,174.2682979,172.96933539999986
86.20000000000027,1.186713529,-65.707,-64.933,50.1387,17.30075,19.9123,14.89285,123.83757361613091,14.908,14.8777,17.2562,17.3453,NA,NA,NA,NA,NA,NA,NA,NA,176.07326739999996,174.7649927
86.40000000000028,1.186236036,-65.414,-64.597,50.1384,17.30075,19.9122,14.89285,115.62469515533824,14.908,14.8777,17.2562,17.3453,NA,NA,NA,NA,NA,NA,NA,NA,177.8741529,176.57641419999982
86.60000000000028,1.18576544,-64.935,-64.135,50.1389,17.30075,19.9122,14.89285,118.80069711364553,14.908,14.8777,17.2562,17.3453,NA,NA,NA,NA,NA,NA,NA,NA,179.67762240000002,178.37148019999995
86.80000000000028,1.18530161,-65.981,-65.186,50.1383,17.30075,19.9124,14.89285,119.77261302831201,14.908,14.8777,17.2562,17.3453,NA,NA,NA,NA,NA,NA,NA,NA,181.49308269999995,180.15924199999995
87.00000000000028,1.184844418,-65.575,-64.702,50.1385,17.30075,19.9122,14.89285,106.1809024616898,14.908,14.8777,17.2562,17.3453,NA,NA,NA,NA,NA,NA,NA,NA,183.32439599999998,181.95639319999987
87.20000000000029,1.184393739,-66.761,-65.878,50.1385,17.30075,19.9121,14.89285,104.63029998780944,14.908,14.8777,17.2562,17.3453,NA,NA,NA,NA,NA,NA,NA,NA,185.13347420000002,183.75807149999991
87.40000000000029,1.183949452,-66.357,-65.527,50.1382,17.30075,19.9121,14.89285,113.4121631201344,14.908,14.8777,17.2562,17.3453,NA,NA,NA,NA,NA,NA,NA,NA,186.92039039999997,185.5626711
87.60000000000029,1.183511437,-67.335,-66.48,50.1383,17.30075,19.9119,14.89285,109.16451875154878,14.908,14.8777,17.2562,17.3453,NA,NA,NA,NA,NA,NA,NA,NA,188.7311836,187.38205870000002
87.8000000000003,1.183079579,-69.803,-69.037,50.139,17.30075,19.9117,14.89285,125.66756576998577,14.908,14.8777,17.2562,17.3453,NA,NA,NA,NA,NA,NA,NA,NA,190.53236700000002,189.1912828999998
88.0000000000003,1.182653766,-68.443,-67.598,50.1377,17.30075,19.9121,14.89285,110.87891046128168,14.908,14.8777,17.2562,17.3453,NA,NA,NA,NA,NA,NA,NA,NA,192.33268999999996,190.98462489999997
88.2000000000003,1.182233888,-68.408,-67.567,50.1394,17.30075,19.9118,14.89285,111.59015017929069,14.908,14.8777,17.2562,17.3453,NA,NA,NA,NA,NA,NA,NA,NA,194.1337638,192.7785465999998
88.4000000000003,1.181819837,-66.916,-66.065,50.1385,17.30075,19.9119,14.89285,109.91068103357262,14.908,14.8777,17.2562,17.3453,NA,NA,NA,NA,NA,NA,NA,NA,195.92837880000002,194.59286299999985
88.6000000000003,1.181411509,-70.453,-69.701,50.1385,17.30075,19.912,14.89285,128.7013873780421,14.908,14.8777,17.2562,17.3453,NA,NA,NA,NA,NA,NA,NA,NA,197.72057229999996,196.39552819999994
88.80000000000031,1.181008803,-68.578,-67.73,50.1388,17.30075,19.9119,14.89285,110.45425514327293,14.908,14.8777,17.2562,17.3453,NA,NA,NA,NA,NA,NA,NA,NA,199.53283239999996,198.1894367
89.00000000000031,1.180611618,-68.471,-67.573,50.1391,17.30075,19.912,14.89285,102.50788554202607,14.908,14.8777,17.2562,17.3453,NA,NA,NA,NA,NA,NA,NA,NA,201.3404898,199.98491489999992
89.20000000000032,1.180219858,-65.719,-64.799,50.1389,17.30075,19.9122,14.89285,99.29318538851571,14.908,14.8777,17.2562,17.3453,NA,NA,NA,NA,NA,NA,NA,NA,203.1361114,201.78824569999983
89.40000000000032,1.179833428,-66.159,-65.231,50.1396,17.30075,19.9118,14.89285,98.17770500096029,14.908,14.8777,17.2562,17.3453,NA,NA,NA,NA,NA,NA,NA,NA,204.95203879999997,203.57603219999987
89.60000000000032,1.179452235,-66.129,-65.214,50.1395,17.30075,19.9121,14.89285,100.04957449006467,14.908,14.8777,17.2562,17.3453,NA,NA,NA,NA,NA,NA,NA,NA,206.7577662,205.3735248999999
89.80000000000032,1.179076189,-65.843,-64.912,50.1385,17.30075,19.9121,14.89285,97.78285278331346,14.908,14.8777,17.2562,17.3453,NA,NA,NA,NA,NA,NA,NA,NA,208.54816879999998,207.1696169999998
